OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
921,8/7/2021 15:00:00,age10to19,1286,361612,781,305306,11,7620,1297,369232,792,312926
922,8/8/2021 15:00:00,age10to19,991,362603,573,305879,10,7630,1001,370233,583,313509
923,8/9/2021 15:00:00,age10to19,1887,364490,1345,307224,22,7652,1909,372142,1367,314876
924,8/10/2021 15:00:00,age10to19,1913,366403,1278,308502,19,7671,1932,374074,1297,316173
925,8/11/2021 15:00:00,age10to19,1925,368328,1354,309856,28,7699,1953,376027,1382,317555
926,8/12/2021 15:00:00,age10to19,1745,370073,1296,311152,17,7716,1762,377789,1313,318868
927,8/13/2021 15:00:00,age10to19,1882,371955,1506,312658,10,7726,1892,379681,1516,320384
928,8/14/2021 15:00:00,age10to19,1331,373286,912,313570,19,7745,1350,381031,931,321315
929,8/15/2021 15:00:00,age10to19,859,374145,750,314320,11,7756,870,381901,761,322076
930,8/16/2021 15:00:00,age10to19,1417,375562,1578,315898,12,7768,1429,383330,1590,323666
931,7/4/2021 15:00:00,age50to59,56,571241,59,527673,10,57323,66,628564,69,584996
932,7/5/2021 15:00:00,age50to59,405,571646,422,528095,52,57375,457,629021,474,585470
933,7/6/2021 15:00:00,age50to59,519,572165,803,528898,85,57460,604,629625,888,586358
934,7/7/2021 15:00:00,age50to59,531,572696,768,529666,85,57545,616,630241,853,587211
935,7/8/2021 15:00:00,age50to59,553,573249,784,530450,110,57655,663,630904,894,588105
936,7/9/2021 15:00:00,age50to59,682,573931,889,531339,93,57748,775,631679,982,589087
937,7/10/2021 15:00:00,age50to59,419,574350,518,531857,60,57808,479,632158,578,589665
938,7/11/2021 15:00:00,age50to59,280,574630,266,532123,35,57843,315,632473,301,589966
939,7/12/2021 15:00:00,age50to59,539,575169,585,532708,65,57908,604,633077,650,590616
940,7/13/2021 15:00:00,age50to59,543,575712,584,533292,54,57962,597,633674,638,591254
941,7/14/2021 15:00:00,age50to59,476,576188,628,533920,75,58037,551,634225,703,591957
942,7/15/2021 15:00:00,age50to59,550,576738,601,534521,71,58108,621,634846,672,592629
943,7/16/2021 15:00:00,age50to59,653,577391,735,535256,66,58174,719,635565,801,593430
944,7/17/2021 15:00:00,age50to59,419,577810,408,535664,46,58220,465,636030,454,593884
945,7/18/2021 15:00:00,age50to59,261,578071,267,535931,14,58234,275,636305,281,594165
946,7/19/2021 15:00:00,age50to59,646,578717,545,536476,55,58289,701,637006,600,594765
947,7/20/2021 15:00:00,age50to59,649,579366,539,537015,57,58346,706,637712,596,595361
948,7/21/2021 15:00:00,age50to59,650,580016,587,537602,67,58413,717,638429,654,596015
949,7/22/2021 15:00:00,age50to59,771,580787,566,538168,80,58493,851,639280,646,596661
950,7/23/2021 15:00:00,age50to59,947,581734,696,538864,88,58581,1035,640315,784,597445
951,7/24/2021 15:00:00,age50to59,518,582252,441,539305,51,58632,569,640884,492,597937
952,7/25/2021 15:00:00,age50to59,366,582618,141,539446,19,58651,385,641269,160,598097
953,7/26/2021 15:00:00,age50to59,725,583343,440,539886,71,58722,796,642065,511,598608
954,7/27/2021 15:00:00,age50to59,776,584119,493,540379,82,58804,858,642923,575,599183
955,7/28/2021 15:00:00,age50to59,816,584935,525,540904,79,58883,895,643818,604,599787
956,7/29/2021 15:00:00,age50to59,827,585762,491,541395,81,58964,908,644726,572,600359
957,7/30/2021 15:00:00,age50to59,998,586760,585,541980,100,59064,1098,645824,685,601044
958,7/31/2021 15:00:00,age50to59,603,587363,364,542344,44,59108,647,646471,408,601452
959,8/1/2021 15:00:00,age50to59,396,587759,237,542581,24,59132,420,646891,261,601713
960,8/2/2021 15:00:00,age50to59,865,588624,449,543030,47,59179,912,647803,496,602209
961,8/3/2021 15:00:00,age50to59,862,589486,457,543487,94,59273,956,648759,551,602760
962,8/4/2021 15:00:00,age50to59,936,590422,480,543967,112,59385,1048,649807,592,603352
963,8/5/2021 15:00:00,age50to59,880,591302,511,544478,90,59475,970,650777,601,603953
964,8/6/2021 15:00:00,age50to59,1063,592365,633,545111,86,59561,1149,651926,719,604672
965,8/7/2021 15:00:00,age50to59,608,592973,354,545465,49,59610,657,652583,403,605075
966,8/8/2021 15:00:00,age50to59,406,593379,227,545692,24,59634,430,653013,251,605326
967,8/9/2021 15:00:00,age50to59,814,594193,563,546255,47,59681,861,653874,610,605936
968,8/10/2021 15:00:00,age50to59,826,595019,520,546775,52,59733,878,654752,572,606508
969,8/11/2021 15:00:00,age50to59,789,595808,502,547277,98,59831,887,655639,600,607108
970,8/12/2021 15:00:00,age50to59,761,596569,585,547862,86,59917,847,656486,671,607779
971,3/24/2021 15:00:00,age40to49,6120,204503,2331,106868,182,8477,6302,212980,2513,115345
972,3/25/2021 15:00:00,age40to49,6625,211128,2018,108886,355,8832,6980,219960,2373,117718
973,3/26/2021 15:00:00,age40to49,5517,216645,2420,111306,443,9275,5960,225920,2863,120581
974,3/27/2021 15:00:00,age40to49,4102,220747,1538,112844,337,9612,4439,230359,1875,122456
975,3/28/2021 15:00:00,age40to49,2440,223187,1213,114057,217,9829,2657,233016,1430,123886
976,3/29/2021 15:00:00,age40to49,4546,227733,2948,117005,154,9983,4700,237716,3102,126988
977,3/30/2021 15:00:00,age40to49,6643,234376,2988,119993,244,10227,6887,244603,3232,130220
978,3/31/2021 15:00:00,age40to49,7076,241452,3644,123637,973,11200,8049,252652,4617,134837
979,4/1/2021 15:00:00,age40to49,6765,248217,4370,128007,926,12126,7691,260343,5296,140133
980,4/2/2021 15:00:00,age40to49,5728,253945,3492,131499,1165,13291,6893,267236,4657,144790
981,4/3/2021 15:00:00,age40to49,3783,257728,2275,133774,881,14172,4664,271900,3156,147946
982,4/4/2021 15:00:00,age40to49,1598,259326,1576,135350,179,14351,1777,273677,1755,149701
983,4/5/2021 15:00:00,age40to49,5528,264854,3622,138972,1216,15567,6744,280421,4838,154539
984,4/6/2021 15:00:00,age40to49,7152,272006,4086,143058,2027,17594,9179,289600,6113,160652
985,4/7/2021 15:00:00,age40to49,6665,278671,4435,147493,2460,20054,9125,298725,6895,167547
986,4/8/2021 15:00:00,age40to49,8050,286721,4889,152382,2470,22524,10520,309245,7359,174906
987,4/9/2021 15:00:00,age40to49,6659,293380,4673,157055,2611,25135,9270,318515,7284,182190
988,4/10/2021 15:00:00,age40to49,4328,297708,3576,160631,1434,26569,5762,324277,5010,187200
989,4/11/2021 15:00:00,age40to49,3446,301154,2431,163062,2284,28853,5730,330007,4715,191915
990,4/12/2021 15:00:00,age40to49,4695,305849,5001,168063,2017,30870,6712,336719,7018,198933
991,4/13/2021 15:00:00,age40to49,7854,313703,5244,173307,78,30948,7932,344651,5322,204255
992,4/14/2021 15:00:00,age40to49,7440,321143,5440,178747,28,30976,7468,352119,5468,209723
993,4/15/2021 15:00:00,age40to49,7761,328904,5394,184141,35,31011,7796,359915,5429,215152
994,4/16/2021 15:00:00,age40to49,6830,335734,5368,189509,3,31014,6833,366748,5371,220523
995,4/17/2021 15:00:00,age40to49,5898,341632,3027,192536,2,31016,5900,372648,3029,223552
996,4/18/2021 15:00:00,age40to49,3714,345346,2358,194894,2,31018,3716,376364,2360,225912
997,4/19/2021 15:00:00,age40to49,5447,350793,5348,200242,11,31029,5458,381822,5359,231271
998,4/20/2021 15:00:00,age40to49,5704,356497,6129,206371,3,31032,5707,387529,6132,237403
999,4/21/2021 15:00:00,age40to49,7415,363912,7243,213614,3,31035,7418,394947,7246,244649
1000,4/22/2021 15:00:00,age40to49,6813,370725,6331,219945,4,31039,6817,401764,6335,250984
1001,4/23/2021 15:00:00,age40to49,6292,377017,6274,226219,5,31044,6297,408061,6279,257263
1002,4/24/2021 15:00:00,age40to49,4921,381938,4685,230904,17,31061,4938,412999,4702,261965
1003,4/25/2021 15:00:00,age40to49,3523,385461,1597,232501,4,31065,3527,416526,1601,263566
1004,4/26/2021 15:00:00,age40to49,4688,390149,5420,237921,33,31098,4721,421247,5453,269019
1005,4/27/2021 15:00:00,age40to49,4641,394790,5977,243898,215,31313,4856,426103,6192,275211
1006,4/28/2021 15:00:00,age40to49,4933,399723,7229,251127,239,31552,5172,431275,7468,282679
1007,4/29/2021 15:00:00,age40to49,4966,404689,7170,258297,282,31834,5248,436523,7452,290131
1008,4/30/2021 15:00:00,age40to49,5174,409863,5886,264183,274,32108,5448,441971,6160,296291
1009,5/1/2021 15:00:00,age40to49,3504,413367,4561,268744,174,32282,3678,445649,4735,301026
1010,5/2/2021 15:00:00,age40to49,1729,415096,2949,271693,155,32437,1884,447533,3104,304130
1011,4/15/2021 15:00:00,age20to29,7681,234965,3873,118049,27,21412,7708,256377,3900,139461
1012,4/16/2021 15:00:00,age20to29,6542,241507,3941,121990,2,21414,6544,262921,3943,143404
1013,4/17/2021 15:00:00,age20to29,6019,247526,2396,124386,,21414,,268940,,145800
1014,4/18/2021 15:00:00,age20to29,3567,251093,1844,126230,,21414,,272507,,147644
1015,4/19/2021 15:00:00,age20to29,5055,256148,3647,129877,6,21420,5061,277568,3653,151297
1016,4/20/2021 15:00:00,age20to29,5251,261399,4395,134272,1,21421,5252,282820,4396,155693
1017,4/21/2021 15:00:00,age20to29,6689,268088,5080,139352,3,21424,6692,289512,5083,160776
1018,4/22/2021 15:00:00,age20to29,6258,274346,4976,144328,5,21429,6263,295775,4981,165757
1019,4/23/2021 15:00:00,age20to29,5554,279900,4578,148906,1,21430,5555,301330,4579,170336
1020,4/24/2021 15:00:00,age20to29,4784,284684,4236,153142,13,21443,4797,306127,4249,174585
1021,4/25/2021 15:00:00,age20to29,3448,288132,1179,154321,2,21445,3450,309577,1181,175766
1022,4/26/2021 15:00:00,age20to29,5049,293181,3878,158199,30,21475,5079,314656,3908,179674
1023,4/27/2021 15:00:00,age20to29,4978,298159,4606,162805,169,21644,5147,319803,4775,184449
1024,4/28/2021 15:00:00,age20to29,5043,303202,5331,168136,217,21861,5260,325063,5548,189997
1025,4/29/2021 15:00:00,age20to29,4679,307881,5375,173511,196,22057,4875,329938,5571,195568
1026,4/30/2021 15:00:00,age20to29,5176,313057,5029,178540,220,22277,5396,335334,5249,200817
1027,5/1/2021 15:00:00,age20to29,3330,316387,3910,182450,160,22437,3490,338824,4070,204887
1028,5/2/2021 15:00:00,age20to29,1724,318111,2598,185048,126,22563,1850,340674,2724,207611
1029,5/3/2021 15:00:00,age20to29,2250,320361,4579,189627,266,22829,2516,343190,4845,212456
1030,5/4/2021 15:00:00,age20to29,2408,322769,6385,196012,255,23084,2663,345853,6640,219096
1031,5/5/2021 15:00:00,age20to29,3199,325968,5958,201970,268,23352,3467,349320,6226,225322
1032,5/6/2021 15:00:00,age20to29,3128,329096,6617,208587,257,23609,3385,352705,6874,232196
1033,5/7/2021 15:00:00,age20to29,3271,332367,6139,214726,288,23897,3559,356264,6427,238623
1034,5/8/2021 15:00:00,age20to29,2134,334501,5142,219868,192,24089,2326,358590,5334,243957
1035,5/9/2021 15:00:00,age20to29,1109,335610,2160,222028,129,24218,1238,359828,2289,246246
1036,5/10/2021 15:00:00,age20to29,1769,337379,5233,227261,216,24434,1985,361813,5449,251695
1037,5/11/2021 15:00:00,age20to29,2669,340048,5314,232575,224,24658,2893,364706,5538,257233
1038,5/12/2021 15:00:00,age20to29,2486,342534,6141,238716,353,25011,2839,367545,6494,263727
1039,5/13/2021 15:00:00,age20to29,2207,344741,5651,244367,184,25195,2391,369936,5835,269562
1040,5/14/2021 15:00:00,age20to29,2664,347405,4850,249217,264,25459,2928,372864,5114,274676
1041,5/15/2021 15:00:00,age20to29,1954,349359,4122,253339,273,25732,2227,375091,4395,279071
1042,5/16/2021 15:00:00,age20to29,1099,350458,3135,256474,209,25941,1308,376399,3344,282415
1043,5/17/2021 15:00:00,age20to29,1985,352443,4665,261139,310,26251,2295,378694,4975,287390
1044,5/18/2021 15:00:00,age20to29,2711,355154,5649,266788,344,26595,3055,381749,5993,293383
1045,5/19/2021 15:00:00,age20to29,3005,358159,5581,272369,279,26874,3284,385033,5860,299243
1046,5/20/2021 15:00:00,age20to29,3043,361202,5664,278033,349,27223,3392,388425,6013,305256
1047,5/21/2021 15:00:00,age20to29,2608,363810,5276,283309,261,27484,2869,391294,5537,310793
1048,5/22/2021 15:00:00,age20to29,2121,365931,3471,286780,235,27719,2356,393650,3706,314499
1049,5/23/2021 15:00:00,age20to29,1374,367305,2069,288849,193,27912,1567,395217,2262,316761
1050,5/24/2021 15:00:00,age20to29,2076,369381,3020,291869,255,28167,2331,397548,3275,320036
1051,8/13/2021 15:00:00,age50to59,821,597390,701,548563,75,59992,896,657382,776,608555
1052,8/14/2021 15:00:00,age50to59,562,597952,412,548975,51,60043,613,657995,463,609018
1053,8/15/2021 15:00:00,age50to59,349,598301,336,549311,23,60066,372,658367,359,609377
1054,8/16/2021 15:00:00,age50to59,613,598914,591,549902,60,60126,673,659040,651,610028
1055,8/17/2021 15:00:00,age50to59,745,599659,681,550583,70,60196,815,659855,751,610779
1056,8/18/2021 15:00:00,age50to59,713,600372,645,551228,88,60284,801,660656,733,611512
1057,8/19/2021 15:00:00,age50to59,704,601076,652,551880,79,60363,783,661439,731,612243
1058,8/20/2021 15:00:00,age50to59,835,601911,825,552705,78,60441,913,662352,903,613146
1059,8/21/2021 15:00:00,age50to59,445,602356,508,553213,47,60488,492,662844,555,613701
1060,8/22/2021 15:00:00,age50to59,316,602672,315,553528,20,60508,336,663180,335,614036
1061,8/23/2021 15:00:00,age50to59,725,603397,721,554249,60,60568,785,663965,781,614817
1062,8/24/2021 15:00:00,age50to59,690,604087,738,554987,79,60647,769,664734,817,615634
1063,8/25/2021 15:00:00,age50to59,716,604803,732,555719,79,60726,795,665529,811,616445
1064,8/26/2021 15:00:00,age50to59,751,605554,816,556535,81,60807,832,666361,897,617342
1065,8/27/2021 15:00:00,age50to59,682,606236,877,557412,67,60874,749,667110,944,618286
1066,8/28/2021 15:00:00,age50to59,509,606745,551,557963,47,60921,556,667666,598,618884
1067,8/29/2021 15:00:00,age50to59,336,607081,378,558341,14,60935,350,668016,392,619276
1068,8/30/2021 15:00:00,age50to59,675,607756,716,559057,60,60995,735,668751,776,620052
1069,8/31/2021 15:00:00,age50to59,574,608330,706,559763,67,61062,641,669392,773,620825
1070,9/1/2021 15:00:00,age50to59,645,608975,678,560441,81,61143,726,670118,759,621584
1071,9/2/2021 15:00:00,age50to59,528,609503,581,561022,44,61187,572,670690,625,622209
1072,9/3/2021 15:00:00,age50to59,215,609718,330,561352,37,61224,252,670942,367,622576
1073,8/17/2021 15:00:00,age10to19,2047,377609,1439,317337,17,7785,2064,385394,1456,325122
1074,8/18/2021 15:00:00,age10to19,1718,379327,1608,318945,15,7800,1733,387127,1623,326745
1075,8/19/2021 15:00:00,age10to19,1584,380911,1496,320441,11,7811,1595,388722,1507,328252
1076,8/20/2021 15:00:00,age10to19,1769,382680,1724,322165,12,7823,1781,390503,1736,329988
1077,8/21/2021 15:00:00,age10to19,1249,383929,1036,323201,10,7833,1259,391762,1046,331034
1078,8/22/2021 15:00:00,age10to19,794,384723,887,324088,5,7838,799,392561,892,331926
1079,8/23/2021 15:00:00,age10to19,1642,386365,1655,325743,19,7857,1661,394222,1674,333600
1080,8/24/2021 15:00:00,age10to19,1716,388081,1583,327326,13,7870,1729,395951,1596,335196
1081,8/25/2021 15:00:00,age10to19,1863,389944,1627,328953,6,7876,1869,397820,1633,336829
1082,8/26/2021 15:00:00,age10to19,1815,391759,1768,330721,10,7886,1825,399645,1778,338607
1083,8/27/2021 15:00:00,age10to19,1733,393492,1781,332502,11,7897,1744,401389,1792,340399
1084,8/28/2021 15:00:00,age10to19,1319,394811,1304,333806,7,7904,1326,402715,1311,341710
1085,8/29/2021 15:00:00,age10to19,867,395678,938,334744,4,7908,871,403586,942,342652
1086,8/30/2021 15:00:00,age10to19,1197,396875,1430,336174,4,7912,1201,404787,1434,344086
1087,8/31/2021 15:00:00,age10to19,1068,397943,1491,337665,7,7919,1075,405862,1498,345584
1088,9/1/2021 15:00:00,age10to19,1038,398981,1331,338996,12,7931,1050,406912,1343,346927
1089,9/2/2021 15:00:00,age10to19,1033,400014,1354,340350,9,7940,1042,407954,1363,348290
1090,9/3/2021 15:00:00,age10to19,446,400460,718,341068,6,7946,452,408406,724,349014
1091,5/3/2021 15:00:00,age40to49,2125,417221,5085,276778,365,32802,2490,450023,5450,309580
1092,5/4/2021 15:00:00,age40to49,2354,419575,7249,284027,273,33075,2627,452650,7522,317102
1093,5/5/2021 15:00:00,age40to49,3125,422700,6732,290759,325,33400,3450,456100,7057,324159
1094,5/6/2021 15:00:00,age40to49,2906,425606,7560,298319,273,33673,3179,459279,7833,331992
1095,5/7/2021 15:00:00,age40to49,3099,428705,6749,305068,338,34011,3437,462716,7087,339079
1096,5/8/2021 15:00:00,age40to49,1824,430529,5443,310511,241,34252,2065,464781,5684,344763
1097,5/9/2021 15:00:00,age40to49,897,431426,2149,312660,110,34362,1007,465788,2259,347022
1098,5/10/2021 15:00:00,age40to49,1372,432798,5531,318191,223,34585,1595,467383,5754,352776
1099,5/11/2021 15:00:00,age40to49,1865,434663,5724,323915,207,34792,2072,469455,5931,358707
1100,5/12/2021 15:00:00,age40to49,2106,436769,7062,330977,311,35103,2417,471872,7373,366080
1101,5/13/2021 15:00:00,age40to49,2027,438796,6592,337569,231,35334,2258,474130,6823,372903
1102,5/14/2021 15:00:00,age40to49,2733,441529,5583,343152,338,35672,3071,477201,5921,378824
1103,5/15/2021 15:00:00,age40to49,1876,443405,4338,347490,298,35970,2174,479375,4636,383460
1104,5/16/2021 15:00:00,age40to49,912,444317,3310,350800,214,36184,1126,480501,3524,386984
1105,5/17/2021 15:00:00,age40to49,1614,445931,4786,355586,365,36549,1979,482480,5151,392135
1106,5/18/2021 15:00:00,age40to49,2274,448205,5619,361205,338,36887,2612,485092,5957,398092
1107,5/19/2021 15:00:00,age40to49,2599,450804,5815,367020,290,37177,2889,487981,6105,404197
1108,5/20/2021 15:00:00,age40to49,2337,453141,6055,373075,353,37530,2690,490671,6408,410605
1109,5/21/2021 15:00:00,age40to49,2377,455518,5665,378740,294,37824,2671,493342,5959,416564
1110,5/22/2021 15:00:00,age40to49,1872,457390,3608,382348,246,38070,2118,495460,3854,420418
1111,5/23/2021 15:00:00,age40to49,1080,458470,2155,384503,198,38268,1278,496738,2353,422771
1112,5/24/2021 15:00:00,age40to49,1596,460066,2954,387457,293,38561,1889,498627,3247,426018
1113,5/25/2021 15:00:00,age40to49,1716,461782,3117,390574,247,38808,1963,500590,3364,429382
1114,5/26/2021 15:00:00,age40to49,1785,463567,3321,393895,289,39097,2074,502664,3610,432992
1115,5/27/2021 15:00:00,age40to49,1591,465158,3186,397081,187,39284,1778,504442,3373,436365
1116,5/28/2021 15:00:00,age40to49,1734,466892,3557,400638,282,39566,2016,506458,3839,440204
1117,5/29/2021 15:00:00,age40to49,1287,468179,2120,402758,196,39762,1483,507941,2316,442520
1118,5/30/2021 15:00:00,age40to49,660,468839,1136,403894,127,39889,787,508728,1263,443783
1119,5/31/2021 15:00:00,age40to49,213,469052,593,404487,51,39940,264,508992,644,444427
1120,6/1/2021 15:00:00,age40to49,1308,470360,2681,407168,203,40143,1511,510503,2884,447311
1121,6/2/2021 15:00:00,age40to49,1217,471577,2638,409806,148,40291,1365,511868,2786,450097
1122,6/3/2021 15:00:00,age40to49,1074,472651,2158,411964,190,40481,1264,513132,2348,452445
1123,6/4/2021 15:00:00,age40to49,1202,473853,2691,414655,177,40658,1379,514511,2868,455313
1124,6/5/2021 15:00:00,age40to49,926,474779,1730,416385,143,40801,1069,515580,1873,457186
1125,6/6/2021 15:00:00,age40to49,481,475260,682,417067,83,40884,564,516144,765,457951
1126,6/7/2021 15:00:00,age40to49,958,476218,1456,418523,113,40997,1071,517215,1569,459520
1127,6/8/2021 15:00:00,age40to49,904,477122,1977,420500,141,41138,1045,518260,2118,461638
1128,6/9/2021 15:00:00,age40to49,976,478098,2055,422555,164,41302,1140,519400,2219,463857
1129,6/10/2021 15:00:00,age40to49,979,479077,2204,424759,152,41454,1131,520531,2356,466213
1130,6/11/2021 15:00:00,age40to49,1090,480167,2302,427061,194,41648,1284,521815,2496,468709
1131,6/12/2021 15:00:00,age40to49,746,480913,1744,428805,111,41759,857,522672,1855,470564
1132,6/13/2021 15:00:00,age40to49,308,481221,927,429732,91,41850,399,523071,1018,471582
1133,6/14/2021 15:00:00,age40to49,779,482000,1560,431292,132,41982,911,523982,1692,473274
1134,6/15/2021 15:00:00,age40to49,722,482722,1828,433120,149,42131,871,524853,1977,475251
1135,6/16/2021 15:00:00,age40to49,831,483553,1840,434960,113,42244,944,525797,1953,477204
1136,6/17/2021 15:00:00,age40to49,923,484476,1685,436645,132,42376,1055,526852,1817,479021
1137,6/18/2021 15:00:00,age40to49,938,485414,1787,438432,130,42506,1068,527920,1917,480938
1138,6/19/2021 15:00:00,age40to49,660,486074,1256,439688,114,42620,774,528694,1370,482308
1139,6/20/2021 15:00:00,age40to49,342,486416,681,440369,78,42698,420,529114,759,483067
1140,6/21/2021 15:00:00,age40to49,718,487134,755,441124,113,42811,831,529945,868,483935
1141,6/22/2021 15:00:00,age40to49,762,487896,1227,442351,123,42934,885,530830,1350,485285
1142,6/23/2021 15:00:00,age40to49,739,488635,1282,443633,103,43037,842,531672,1385,486670
1143,6/24/2021 15:00:00,age40to49,765,489400,1079,444712,104,43141,869,532541,1183,487853
1144,6/25/2021 15:00:00,age40to49,858,490258,1292,446004,114,43255,972,533513,1406,489259
1145,6/26/2021 15:00:00,age40to49,558,490816,855,446859,82,43337,640,534153,937,490196
1146,6/27/2021 15:00:00,age40to49,364,491180,496,447355,36,43373,400,534553,532,490728
1147,6/28/2021 15:00:00,age40to49,624,491804,791,448146,87,43460,711,535264,878,491606
1148,6/29/2021 15:00:00,age40to49,668,492472,933,449079,89,43549,757,536021,1022,492628
1149,6/30/2021 15:00:00,age40to49,756,493228,894,449973,102,43651,858,536879,996,493624
1150,7/1/2021 15:00:00,age40to49,716,493944,862,450835,89,43740,805,537684,951,494575
1151,7/2/2021 15:00:00,age40to49,717,494661,979,451814,99,43839,816,538500,1078,495653
1152,7/3/2021 15:00:00,age40to49,543,495204,548,452362,46,43885,589,539089,594,496247
1153,7/4/2021 15:00:00,age40to49,75,495279,54,452416,8,43893,83,539172,62,496309
1154,7/5/2021 15:00:00,age40to49,487,495766,588,453004,46,43939,533,539705,634,496943
1155,7/6/2021 15:00:00,age40to49,604,496370,827,453831,74,44013,678,540383,901,497844
1156,7/7/2021 15:00:00,age40to49,568,496938,822,454653,87,44100,655,541038,909,498753
1157,7/8/2021 15:00:00,age40to49,680,497618,844,455497,98,44198,778,541816,942,499695
1158,7/9/2021 15:00:00,age40to49,709,498327,925,456422,85,44283,794,542610,1010,500705
1159,7/10/2021 15:00:00,age40to49,474,498801,632,457054,49,44332,523,543133,681,501386
1160,7/11/2021 15:00:00,age40to49,358,499159,349,457403,48,44380,406,543539,397,501783
1161,7/12/2021 15:00:00,age40to49,611,499770,723,458126,74,44454,685,544224,797,502580
1162,7/13/2021 15:00:00,age40to49,580,500350,606,458732,60,44514,640,544864,666,503246
1163,7/14/2021 15:00:00,age40to49,612,500962,659,459391,72,44586,684,545548,731,503977
1164,7/15/2021 15:00:00,age40to49,560,501522,662,460053,64,44650,624,546172,726,504703
1165,7/16/2021 15:00:00,age40to49,740,502262,763,460816,67,44717,807,546979,830,505533
1166,7/17/2021 15:00:00,age40to49,503,502765,513,461329,55,44772,558,547537,568,506101
1167,7/18/2021 15:00:00,age40to49,310,503075,291,461620,22,44794,332,547869,313,506414
1168,7/19/2021 15:00:00,age40to49,699,503774,614,462234,68,44862,767,548636,682,507096
1169,7/20/2021 15:00:00,age40to49,721,504495,638,462872,55,44917,776,549412,693,507789
1170,7/21/2021 15:00:00,age40to49,750,505245,709,463581,65,44982,815,550227,774,508563
1171,5/25/2021 15:00:00,age20to29,2096,371477,3216,295085,221,28388,2317,399865,3437,323473
1172,5/26/2021 15:00:00,age20to29,2209,373686,3152,298237,285,28673,2494,402359,3437,326910
1173,5/27/2021 15:00:00,age20to29,1925,375611,3010,301247,198,28871,2123,404482,3208,330118
1174,5/28/2021 15:00:00,age20to29,1984,377595,3475,304722,243,29114,2227,406709,3718,333836
1175,5/29/2021 15:00:00,age20to29,1460,379055,2064,306786,159,29273,1619,408328,2223,336059
1176,5/30/2021 15:00:00,age20to29,885,379940,1363,308149,126,29399,1011,409339,1489,337548
1177,5/31/2021 15:00:00,age20to29,296,380236,688,308837,68,29467,364,409703,756,338304
1178,6/1/2021 15:00:00,age20to29,1692,381928,3049,311886,220,29687,1912,411615,3269,341573
1179,6/2/2021 15:00:00,age20to29,1556,383484,2952,314838,175,29862,1731,413346,3127,344700
1180,6/3/2021 15:00:00,age20to29,1400,384884,2359,317197,176,30038,1576,414922,2535,347235
1181,6/4/2021 15:00:00,age20to29,1396,386280,2435,319632,201,30239,1597,416519,2636,349871
1182,6/5/2021 15:00:00,age20to29,1072,387352,1766,321398,129,30368,1201,417720,1895,351766
1183,6/6/2021 15:00:00,age20to29,530,387882,740,322138,95,30463,625,418345,835,352601
1184,6/7/2021 15:00:00,age20to29,1167,389049,1606,323744,144,30607,1311,419656,1750,354351
1185,6/8/2021 15:00:00,age20to29,1177,390226,2271,326015,129,30736,1306,420962,2400,356751
1186,6/9/2021 15:00:00,age20to29,1238,391464,2310,328325,199,30935,1437,422399,2509,359260
1187,6/10/2021 15:00:00,age20to29,1181,392645,2308,330633,136,31071,1317,423716,2444,361704
1188,6/11/2021 15:00:00,age20to29,1209,393854,2285,332918,207,31278,1416,425132,2492,364196
1189,6/12/2021 15:00:00,age20to29,850,394704,1867,334785,131,31409,981,426113,1998,366194
1190,6/13/2021 15:00:00,age20to29,379,395083,1044,335829,91,31500,470,426583,1135,367329
1191,6/14/2021 15:00:00,age20to29,951,396034,1834,337663,156,31656,1107,427690,1990,369319
1192,6/15/2021 15:00:00,age20to29,933,396967,2279,339942,157,31813,1090,428780,2436,371755
1193,6/16/2021 15:00:00,age20to29,998,397965,2069,342011,132,31945,1130,429910,2201,373956
1194,6/17/2021 15:00:00,age20to29,1096,399061,2049,344060,126,32071,1222,431132,2175,376131
1195,6/18/2021 15:00:00,age20to29,1076,400137,1950,346010,122,32193,1198,432330,2072,378203
1196,6/19/2021 15:00:00,age20to29,770,400907,1359,347369,125,32318,895,433225,1484,379687
1197,6/20/2021 15:00:00,age20to29,441,401348,842,348211,81,32399,522,433747,923,380610
1198,6/21/2021 15:00:00,age20to29,933,402281,896,349107,136,32535,1069,434816,1032,381642
1199,6/22/2021 15:00:00,age20to29,871,403152,1523,350630,129,32664,1000,435816,1652,383294
1200,6/23/2021 15:00:00,age20to29,1001,404153,1533,352163,103,32767,1104,436920,1636,384930
1201,6/24/2021 15:00:00,age20to29,882,405035,1360,353523,106,32873,988,437908,1466,386396
1202,6/25/2021 15:00:00,age20to29,939,405974,1409,354932,103,32976,1042,438950,1512,387908
1203,6/26/2021 15:00:00,age20to29,659,406633,950,355882,76,33052,735,439685,1026,388934
1204,6/27/2021 15:00:00,age20to29,522,407155,593,356475,31,33083,553,440238,624,389558
1205,6/28/2021 15:00:00,age20to29,857,408012,951,357426,104,33187,961,441199,1055,390613
1206,6/29/2021 15:00:00,age20to29,896,408908,1106,358532,108,33295,1004,442203,1214,391827
1207,6/30/2021 15:00:00,age20to29,923,409831,1172,359704,114,33409,1037,443240,1286,393113
